Tipo_Solicitud_enc,Prioridad_enc,Aseguradora_enc,Producto_enc,Verificacion_de_dia_enc,Nro_atenciones,CRUCE_ANS_num,hora_decimal,mes_solicitud,semana_anio,dia_semana_num,es_fin_semana,es_inicio_mes,es_fin_mes,es_despues_5pm,target,ANS_FORMULA
26,4,25,6,3,1.0,4,9.8,3,13,2,0,0,1,0,0,Dentro ANS
13,2,20,6,3,1.0,2,9.783333333333333,3,13,2,0,0,1,0,0,Dentro ANS
13,2,20,6,3,1.0,2,9.783333333333333,3,13,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,3.0,1,9.766666666666667,3,13,2,0,0,1,0,0,Dentro ANS
27,2,6,10,3,6.0,1,9.75,3,13,2,0,0,1,0,0,Dentro ANS
19,2,19,9,3,2.0,5,9.75,3,13,2,0,0,1,0,0,Dentro ANS
5,2,19,10,3,1.0,3,9.75,3,13,2,0,0,1,0,0,Dentro ANS
5,2,26,11,3,1.0,3,9.75,3,13,2,0,0,1,0,0,Dentro ANS
5,2,19,13,3,1.0,3,9.75,3,13,2,0,0,1,0,0,Dentro ANS
5,2,19,13,3,1.0,3,9.75,3,13,2,0,0,1,0,0,Dentro ANS
5,4,15,11,3,2.0,1,9.733333333333333,3,13,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,2.0,1,9.733333333333333,3,13,2,0,0,1,0,0,Dentro ANS
14,2,26,7,3,1.0,3,9.716666666666667,3,13,2,0,0,1,0,0,Dentro ANS
4,2,6,5,3,1.0,3,9.483333333333333,3,13,2,0,0,1,0,0,Dentro ANS
22,2,25,6,3,1.0,4,9.466666666666667,3,13,2,0,0,1,0,0,Dentro ANS
26,2,6,5,3,1.0,0,9.4,3,13,2,0,0,1,0,0,Dentro ANS
27,0,6,5,3,2.0,1,9.3,3,13,2,0,0,1,0,0,Dentro ANS
5,2,19,10,3,2.0,1,9.233333333333333,3,13,2,0,0,1,0,0,Dentro ANS
19,2,20,9,3,2.0,5,9.2,3,13,2,0,0,1,0,1,Fuera ANS
22,2,6,5,3,2.0,3,9.133333333333333,3,13,2,0,0,1,0,0,Dentro ANS
22,5,25,6,3,1.0,4,9.116666666666667,3,13,2,0,0,1,0,0,Dentro ANS
27,4,19,5,3,1.0,1,8.95,3,13,2,0,0,1,0,0,Dentro ANS
22,2,14,6,3,1.0,4,8.883333333333333,3,13,2,0,0,1,0,0,Dentro ANS
22,2,6,5,3,3.0,3,8.766666666666667,3,13,2,0,0,1,0,0,Dentro ANS
4,2,7,5,3,1.0,3,8.666666666666666,3,13,2,0,0,1,0,0,Dentro ANS
27,2,6,5,3,6.0,1,8.333333333333334,3,13,2,0,0,1,0,0,Dentro ANS
22,2,6,6,3,1.0,2,8.216666666666667,3,13,2,0,0,1,0,0,Dentro ANS
22,2,25,6,3,2.0,4,8.066666666666666,3,13,2,0,0,1,0,0,Dentro ANS
22,2,19,6,3,3.0,2,7.733333333333333,3,13,2,0,0,1,0,0,Dentro ANS
22,2,19,6,3,3.0,2,7.733333333333333,3,13,2,0,0,1,0,0,Dentro ANS
22,2,19,6,3,1.0,2,7.65,3,13,2,0,0,1,0,0,Dentro ANS
22,2,19,6,3,1.0,2,7.566666666666666,3,13,2,0,0,1,0,0,Dentro ANS
14,2,6,5,3,1.0,3,7.55,3,13,2,0,0,1,0,0,Dentro ANS
27,2,6,13,3,1.0,1,7.05,3,13,2,0,0,1,0,0,Dentro ANS
18,2,25,6,3,4.0,5,0.0,3,13,2,0,0,1,0,1,Fuera ANS
12,2,26,9,3,2.0,0,0.0,3,13,2,0,0,1,0,1,Fuera ANS
12,2,26,9,3,2.0,0,0.0,3,13,2,0,0,1,0,1,Fuera ANS
20,2,6,5,3,1.0,0,0.0,3,13,2,0,0,1,0,0,Dentro ANS
20,2,6,5,3,2.0,0,0.0,3,13,2,0,0,1,0,1,Fuera ANS
20,2,6,5,3,2.0,0,0.0,3,13,2,0,0,1,0,1,Fuera ANS
3,4,25,6,3,1.0,4,22.616666666666667,3,13,1,0,0,1,1,0,Dentro ANS
4,2,2,5,3,1.0,3,22.466666666666665,3,13,1,0,0,1,1,0,Dentro ANS
28,4,6,5,3,1.0,0,21.6,3,13,1,0,0,1,1,1,Fuera ANS
27,2,6,10,3,2.0,1,21.483333333333334,3,13,1,0,0,1,1,0,Dentro ANS
22,2,6,5,3,1.0,3,21.466666666666665,3,13,1,0,0,1,1,0,Dentro ANS
8,2,25,6,3,1.0,0,20.8,3,13,1,0,0,1,1,0,Dentro ANS
14,2,25,6,3,1.0,3,20.566666666666666,3,13,1,0,0,1,1,0,Dentro ANS
14,2,25,6,3,1.0,3,20.533333333333335,3,13,1,0,0,1,1,0,Dentro ANS
22,2,6,5,3,1.0,3,20.516666666666666,3,13,1,0,0,1,1,0,Dentro ANS
22,2,6,5,3,1.0,3,20.483333333333334,3,13,1,0,0,1,1,0,Dentro ANS
27,2,6,5,3,6.0,1,20.183333333333334,3,13,1,0,0,1,1,0,Dentro ANS
5,2,26,13,3,1.0,1,20.066666666666666,3,13,1,0,0,1,1,1,Fuera ANS
5,2,26,13,3,1.0,1,20.066666666666666,3,13,1,0,0,1,1,1,Fuera ANS
14,2,26,13,3,1.0,3,20.066666666666666,3,13,1,0,0,1,1,1,Fuera ANS
14,2,26,13,3,1.0,1,20.066666666666666,3,13,1,0,0,1,1,1,Fuera ANS
5,2,19,5,3,3.0,3,19.883333333333333,3,13,1,0,0,1,1,0,Dentro ANS
22,2,6,13,3,1.0,1,18.883333333333333,3,13,1,0,0,1,1,1,Fuera ANS
14,2,6,13,3,1.0,1,18.883333333333333,3,13,1,0,0,1,1,1,Fuera ANS
5,4,26,13,3,1.0,1,18.85,3,13,1,0,0,1,1,0,Dentro ANS
5,4,26,13,3,1.0,1,18.766666666666666,3,13,1,0,0,1,1,0,Dentro ANS
12,4,26,9,3,3.0,0,18.716666666666665,3,13,1,0,0,1,1,0,Dentro ANS
22,2,19,6,3,1.0,2,18.65,3,13,1,0,0,1,1,0,Dentro ANS
5,4,28,11,3,1.0,1,18.516666666666666,3,13,1,0,0,1,1,0,Dentro ANS
14,0,25,6,3,2.0,3,18.433333333333334,3,13,1,0,0,1,1,0,Dentro ANS
22,2,6,5,3,1.0,3,18.316666666666666,3,13,1,0,0,1,1,0,Dentro ANS
12,2,16,10,3,2.0,1,18.283333333333335,3,13,1,0,0,1,1,0,Dentro ANS
27,2,6,5,3,6.0,1,18.216666666666665,3,13,1,0,0,1,1,0,Dentro ANS
5,4,15,10,3,2.0,1,18.016666666666666,3,13,1,0,0,1,1,1,Fuera ANS
14,2,19,6,3,1.0,2,18.0,3,13,1,0,0,1,1,0,Dentro ANS
5,2,15,5,3,1.0,1,18.0,3,13,1,0,0,1,1,0,Dentro ANS
14,2,25,6,3,4.0,3,17.983333333333334,3,13,1,0,0,1,1,0,Dentro ANS
14,2,26,7,3,2.0,3,17.983333333333334,3,13,1,0,0,1,1,0,Dentro ANS
5,2,26,13,3,1.0,1,17.8,3,13,1,0,0,1,1,0,Dentro ANS
5,2,6,11,3,1.0,1,17.8,3,13,1,0,0,1,1,0,Dentro ANS
5,2,6,10,3,1.0,1,17.8,3,13,1,0,0,1,1,0,Dentro ANS
19,2,26,13,3,1.0,1,17.8,3,13,1,0,0,1,1,1,Fuera ANS
5,4,26,13,3,1.0,1,17.6,3,13,1,0,0,1,1,0,Dentro ANS
22,2,26,13,3,2.0,1,17.416666666666668,3,13,1,0,0,1,1,1,Fuera ANS
22,2,19,13,3,1.0,1,17.4,3,13,1,0,0,1,1,1,Fuera ANS
5,4,15,5,3,1.0,1,17.4,3,13,1,0,0,1,1,0,Dentro ANS
22,2,19,3,3,1.0,1,17.4,3,13,1,0,0,1,1,1,Fuera ANS
5,4,15,10,3,1.0,1,17.366666666666667,3,13,1,0,0,1,1,0,Dentro ANS
3,0,19,6,3,1.0,2,17.316666666666666,3,13,1,0,0,1,1,0,Dentro ANS
5,4,26,13,3,1.0,1,17.25,3,13,1,0,0,1,1,0,Dentro ANS
5,4,15,11,3,2.0,1,17.083333333333332,3,13,1,0,0,1,1,0,Dentro ANS
32,4,6,5,3,1.0,3,17.083333333333332,3,13,1,0,0,1,1,0,Dentro ANS
27,2,6,5,3,3.0,1,17.066666666666666,3,13,1,0,0,1,1,0,Dentro ANS
5,4,26,13,3,1.0,1,17.0,3,13,1,0,0,1,1,0,Dentro ANS
22,2,6,5,2,2.0,3,16.95,3,13,1,0,0,1,0,0,Dentro ANS
14,2,6,5,2,1.0,3,16.866666666666667,3,13,1,0,0,1,0,0,Dentro ANS
5,2,26,5,2,2.0,3,16.833333333333332,3,13,1,0,0,1,0,0,Dentro ANS
5,4,15,11,2,8.0,1,16.783333333333335,3,13,1,0,0,1,0,0,Dentro ANS
22,2,19,9,2,1.0,2,16.716666666666665,3,13,1,0,0,1,0,0,Dentro ANS
5,0,19,11,2,1.0,1,16.666666666666668,3,13,1,0,0,1,0,0,Dentro ANS
22,2,25,6,2,1.0,4,16.666666666666668,3,13,1,0,0,1,0,0,Dentro ANS
5,0,15,11,2,1.0,3,16.616666666666667,3,13,1,0,0,1,0,1,Fuera ANS
4,2,7,5,2,1.0,3,16.516666666666666,3,13,1,0,0,1,0,0,Dentro ANS
27,2,19,13,2,3.0,1,16.433333333333334,3,13,1,0,0,1,0,1,Fuera ANS
22,0,6,5,2,1.0,3,16.366666666666667,3,13,1,0,0,1,0,0,Dentro ANS
5,2,15,5,2,1.0,1,16.3,3,13,1,0,0,1,0,0,Dentro ANS
4,2,0,5,2,1.0,3,16.266666666666666,3,13,1,0,0,1,0,0,Dentro ANS
22,0,28,6,2,1.0,4,16.2,3,13,1,0,0,1,0,1,Fuera ANS
27,2,6,13,2,1.0,1,16.133333333333333,3,13,1,0,0,1,0,1,Fuera ANS
14,2,19,7,2,1.0,2,16.116666666666667,3,13,1,0,0,1,0,0,Dentro ANS
12,4,26,13,2,1.0,1,16.116666666666667,3,13,1,0,0,1,0,1,Fuera ANS
12,4,26,13,2,1.0,1,16.116666666666667,3,13,1,0,0,1,0,1,Fuera ANS
22,1,25,6,2,1.0,4,16.066666666666666,3,13,1,0,0,1,0,0,Dentro ANS
14,0,28,6,2,1.0,3,16.016666666666666,3,13,1,0,0,1,0,1,Fuera ANS
14,2,6,5,2,1.0,3,16.0,3,13,1,0,0,1,0,0,Dentro ANS
5,2,19,10,2,1.0,1,15.983333333333333,3,13,1,0,0,1,0,0,Dentro ANS
5,2,19,11,2,1.0,1,15.983333333333333,3,13,1,0,0,1,0,0,Dentro ANS
12,2,19,10,2,1.0,1,15.983333333333333,3,13,1,0,0,1,0,0,Dentro ANS
12,2,19,11,2,1.0,1,15.983333333333333,3,13,1,0,0,1,0,0,Dentro ANS
22,4,6,5,2,1.0,3,15.916666666666666,3,13,1,0,0,1,0,0,Dentro ANS
19,4,15,10,2,2.0,1,15.883333333333333,3,13,1,0,0,1,0,1,Fuera ANS
14,2,19,6,2,2.0,2,15.833333333333334,3,13,1,0,0,1,0,0,Dentro ANS
3,0,19,6,2,1.0,2,15.8,3,13,1,0,0,1,0,0,Dentro ANS
24,0,6,5,2,1.0,0,15.716666666666667,3,13,1,0,0,1,0,1,Fuera ANS
4,2,21,5,2,1.0,3,15.566666666666666,3,13,1,0,0,1,0,0,Dentro ANS
12,2,6,10,2,2.0,1,15.566666666666666,3,13,1,0,0,1,0,1,Fuera ANS
12,2,6,13,2,1.0,1,15.566666666666666,3,13,1,0,0,1,0,1,Fuera ANS
12,4,15,11,2,4.0,1,15.533333333333333,3,13,1,0,0,1,0,0,Dentro ANS
12,4,15,10,2,2.0,3,15.533333333333333,3,13,1,0,0,1,0,0,Dentro ANS
22,4,15,10,2,2.0,3,15.533333333333333,3,13,1,0,0,1,0,0,Dentro ANS
22,2,20,6,2,3.0,4,15.383333333333333,3,13,1,0,0,1,0,0,Dentro ANS
22,2,20,9,2,1.0,4,15.383333333333333,3,13,1,0,0,1,0,0,Dentro ANS
22,2,6,5,2,1.0,3,15.35,3,13,1,0,0,1,0,0,Dentro ANS
14,4,1,5,2,1.0,3,15.183333333333334,3,13,1,0,0,1,0,0,Dentro ANS
22,2,19,6,2,1.0,2,15.166666666666666,3,13,1,0,0,1,0,0,Dentro ANS
14,2,25,6,2,1.0,3,15.033333333333333,3,13,1,0,0,1,0,0,Dentro ANS
14,2,6,5,2,1.0,3,14.983333333333333,3,13,1,0,0,1,0,0,Dentro ANS
19,2,26,13,2,1.0,3,14.866666666666667,3,13,1,0,0,1,0,0,Dentro ANS
4,2,2,5,2,1.0,3,14.766666666666667,3,13,1,0,0,1,0,0,Dentro ANS
26,2,19,6,2,1.0,2,14.75,3,13,1,0,0,1,0,0,Dentro ANS
8,2,26,7,2,1.0,0,14.7,3,13,1,0,0,1,0,0,Dentro ANS
14,2,25,7,2,1.0,3,14.483333333333333,3,13,1,0,0,1,0,0,Dentro ANS
21,2,6,5,2,1.0,5,14.466666666666667,3,13,1,0,0,1,0,0,Dentro ANS
5,2,19,10,2,2.0,3,14.466666666666667,3,13,1,0,0,1,0,0,Dentro ANS
27,2,6,5,2,1.0,0,14.45,3,13,1,0,0,1,0,1,Fuera ANS
8,2,10,5,2,1.0,0,14.433333333333334,3,13,1,0,0,1,0,1,Fuera ANS
14,2,25,6,2,1.0,3,14.416666666666666,3,13,1,0,0,1,0,0,Dentro ANS
5,6,19,10,2,1.0,1,14.383333333333333,3,13,1,0,0,1,0,0,Dentro ANS
4,2,6,5,2,1.0,3,14.2,3,13,1,0,0,1,0,0,Dentro ANS
22,2,19,13,2,1.0,3,14.2,3,13,1,0,0,1,0,0,Dentro ANS
19,2,26,9,2,28.0,5,14.166666666666666,3,13,1,0,0,1,0,0,Dentro ANS
26,2,6,5,2,2.0,0,14.033333333333333,3,13,1,0,0,1,0,1,Fuera ANS
22,2,6,5,2,1.0,3,13.966666666666667,3,13,1,0,0,1,0,0,Dentro ANS
4,2,10,5,2,2.0,3,13.883333333333333,3,13,1,0,0,1,0,0,Dentro ANS
27,4,19,11,2,1.0,1,13.733333333333333,3,13,1,0,0,1,0,1,Fuera ANS
26,2,6,5,2,2.0,0,13.666666666666666,3,13,1,0,0,1,0,0,Dentro ANS
4,2,6,5,2,1.0,3,13.616666666666667,3,13,1,0,0,1,0,0,Dentro ANS
22,2,25,6,2,1.0,4,13.566666666666666,3,13,1,0,0,1,0,0,Dentro ANS
10,2,26,7,2,1.0,0,13.416666666666666,3,13,1,0,0,1,0,0,Dentro ANS
12,4,26,13,2,1.0,1,13.35,3,13,1,0,0,1,0,0,Dentro ANS
22,4,6,5,2,2.0,3,13.3,3,13,1,0,0,1,0,0,Dentro ANS
5,4,26,13,2,1.0,1,13.266666666666667,3,13,1,0,0,1,0,0,Dentro ANS
5,4,26,13,2,1.0,1,13.2,3,13,1,0,0,1,0,0,Dentro ANS
5,4,15,11,2,1.0,1,13.183333333333334,3,13,1,0,0,1,0,0,Dentro ANS
3,2,28,6,2,1.0,4,13.016666666666667,3,13,1,0,0,1,0,0,Dentro ANS
4,2,6,5,2,1.0,3,13.016666666666667,3,13,1,0,0,1,0,1,Fuera ANS
4,2,6,5,2,2.0,3,12.983333333333333,3,13,1,0,0,1,0,0,Dentro ANS
13,4,14,6,2,1.0,4,12.933333333333334,3,13,1,0,0,1,0,0,Dentro ANS
22,4,19,9,2,6.0,2,12.883333333333333,3,13,1,0,0,1,0,0,Dentro ANS
22,4,6,5,2,1.0,3,12.816666666666666,3,13,1,0,0,1,0,0,Dentro ANS
22,2,25,6,2,3.0,4,12.816666666666666,3,13,1,0,0,1,0,0,Dentro ANS
14,1,25,6,2,1.0,3,12.783333333333333,3,13,1,0,0,1,0,0,Dentro ANS
16,2,6,5,2,1.0,0,12.55,3,13,1,0,0,1,0,0,Dentro ANS
14,2,25,7,2,1.0,3,12.45,3,13,1,0,0,1,0,0,Dentro ANS
38,2,15,10,2,2.0,1,12.3,3,13,1,0,0,1,0,0,Dentro ANS
14,2,26,7,2,1.0,3,12.283333333333333,3,13,1,0,0,1,0,0,Dentro ANS
22,2,26,7,2,2.0,4,12.283333333333333,3,13,1,0,0,1,0,0,Dentro ANS
5,2,26,13,2,1.0,1,12.25,3,13,1,0,0,1,0,0,Dentro ANS
4,2,6,5,2,1.0,3,12.25,3,13,1,0,0,1,0,0,Dentro ANS
5,0,26,13,2,2.0,3,12.15,3,13,1,0,0,1,0,0,Dentro ANS
14,0,19,7,2,1.0,2,12.116666666666667,3,13,1,0,0,1,0,0,Dentro ANS
5,2,15,5,2,2.0,1,11.966666666666667,3,13,1,0,0,1,0,1,Fuera ANS
3,0,19,6,2,1.0,2,11.95,3,13,1,0,0,1,0,0,Dentro ANS
22,2,6,5,2,1.0,3,11.9,3,13,1,0,0,1,0,0,Dentro ANS
22,4,25,6,2,1.0,4,11.666666666666666,3,13,1,0,0,1,0,0,Dentro ANS
5,2,19,10,2,2.0,1,11.566666666666666,3,13,1,0,0,1,0,0,Dentro ANS
22,4,6,5,2,1.0,3,11.516666666666667,3,13,1,0,0,1,0,0,Dentro ANS
22,2,6,5,2,1.0,3,11.433333333333334,3,13,1,0,0,1,0,0,Dentro ANS
24,2,6,5,2,1.0,0,11.35,3,13,1,0,0,1,0,1,Fuera ANS
5,2,26,13,2,1.0,1,11.266666666666667,3,13,1,0,0,1,0,0,Dentro ANS
22,2,19,6,2,1.0,2,11.016666666666667,3,13,1,0,0,1,0,0,Dentro ANS
22,6,19,7,2,3.0,2,11.016666666666667,3,13,1,0,0,1,0,0,Dentro ANS
22,2,28,10,2,1.0,1,11.016666666666667,3,13,1,0,0,1,0,1,Fuera ANS
22,2,28,11,2,1.0,1,11.016666666666667,3,13,1,0,0,1,0,1,Fuera ANS
22,2,28,13,2,1.0,1,11.016666666666667,3,13,1,0,0,1,0,1,Fuera ANS
4,2,21,5,2,1.0,3,11.0,3,13,1,0,0,1,0,0,Dentro ANS
22,0,25,6,2,1.0,4,10.866666666666667,3,13,1,0,0,1,0,0,Dentro ANS
5,2,15,5,2,1.0,1,10.833333333333334,3,13,1,0,0,1,0,0,Dentro ANS
22,2,19,7,2,1.0,2,10.816666666666666,3,13,1,0,0,1,0,0,Dentro ANS
22,4,25,6,2,2.0,4,10.75,3,13,1,0,0,1,0,0,Dentro ANS
22,4,19,6,2,6.0,2,10.716666666666667,3,13,1,0,0,1,0,0,Dentro ANS
30,2,19,13,2,1.0,2,10.683333333333334,3,13,1,0,0,1,0,0,Dentro ANS
19,2,25,7,2,2.0,5,10.666666666666666,3,13,1,0,0,1,0,0,Dentro ANS
19,2,26,7,2,2.0,5,10.666666666666666,3,13,1,0,0,1,0,0,Dentro ANS
19,0,26,7,2,2.0,5,10.5,3,13,1,0,0,1,0,0,Dentro ANS
5,4,15,10,2,2.0,1,10.466666666666667,3,13,1,0,0,1,0,0,Dentro ANS
27,2,15,10,2,2.0,1,10.466666666666667,3,13,1,0,0,1,0,0,Dentro ANS
22,2,19,6,2,1.0,2,10.366666666666667,3,13,1,0,0,1,0,0,Dentro ANS
5,4,15,11,2,1.0,1,10.333333333333334,3,13,1,0,0,1,0,0,Dentro ANS
12,2,15,13,2,2.0,1,10.316666666666666,3,13,1,0,0,1,0,0,Dentro ANS
19,2,26,7,2,2.0,5,10.25,3,13,1,0,0,1,0,1,Fuera ANS
16,2,6,5,2,1.0,0,10.216666666666667,3,13,1,0,0,1,0,0,Dentro ANS
32,2,25,6,2,1.0,0,9.983333333333333,3,13,1,0,0,1,0,0,Dentro ANS
5,4,16,10,2,3.0,3,9.9,3,13,1,0,0,1,0,0,Dentro ANS
14,2,19,6,2,6.0,2,9.8,3,13,1,0,0,1,0,0,Dentro ANS
26,2,28,13,2,1.0,3,9.75,3,13,1,0,0,1,0,1,Fuera ANS
27,2,6,5,2,2.0,1,9.516666666666667,3,13,1,0,0,1,0,0,Dentro ANS
16,2,6,5,2,1.0,0,9.516666666666667,3,13,1,0,0,1,0,0,Dentro ANS
22,2,6,5,2,1.0,3,9.266666666666667,3,13,1,0,0,1,0,0,Dentro ANS
5,4,16,10,2,3.0,3,9.25,3,13,1,0,0,1,0,0,Dentro ANS
22,2,6,5,2,1.0,3,9.083333333333334,3,13,1,0,0,1,0,0,Dentro ANS
22,2,25,6,2,1.0,4,9.066666666666666,3,13,1,0,0,1,0,0,Dentro ANS
27,4,6,5,2,1.0,0,9.066666666666666,3,13,1,0,0,1,0,0,Dentro ANS
22,2,6,5,2,1.0,3,9.05,3,13,1,0,0,1,0,0,Dentro ANS
12,2,26,10,2,1.0,1,9.016666666666667,3,13,1,0,0,1,0,0,Dentro ANS
12,2,26,11,2,1.0,1,9.016666666666667,3,13,1,0,0,1,0,0,Dentro ANS
12,2,26,13,2,1.0,1,9.016666666666667,3,13,1,0,0,1,0,1,Fuera ANS
19,2,26,10,2,2.0,1,9.016666666666667,3,13,1,0,0,1,0,1,Fuera ANS
26,2,26,10,2,2.0,3,8.916666666666666,3,13,1,0,0,1,0,0,Dentro ANS
19,2,26,10,2,2.0,1,8.916666666666666,3,13,1,0,0,1,0,1,Fuera ANS
5,2,6,11,2,3.0,1,8.866666666666667,3,13,1,0,0,1,0,0,Dentro ANS
5,2,6,13,2,1.0,1,8.866666666666667,3,13,1,0,0,1,0,0,Dentro ANS
22,2,25,6,2,1.0,4,8.833333333333334,3,13,1,0,0,1,0,0,Dentro ANS
14,1,25,6,2,2.0,3,8.766666666666667,3,13,1,0,0,1,0,0,Dentro ANS
30,2,19,13,2,1.0,2,8.766666666666667,3,13,1,0,0,1,0,0,Dentro ANS
27,2,19,11,2,3.0,1,8.65,3,13,1,0,0,1,0,1,Fuera ANS
5,4,26,10,2,2.0,1,8.583333333333334,3,13,1,0,0,1,0,0,Dentro ANS
5,4,4,13,2,1.0,3,8.566666666666666,3,13,1,0,0,1,0,0,Dentro ANS
14,2,19,13,2,2.0,3,8.016666666666667,3,13,1,0,0,1,0,1,Fuera ANS
5,2,28,10,2,2.0,1,7.933333333333334,3,13,1,0,0,1,0,0,Dentro ANS
1,4,16,11,2,3.0,2,7.733333333333333,3,13,1,0,0,1,0,0,Dentro ANS
22,2,6,5,2,1.0,3,7.516666666666667,3,13,1,0,0,1,0,0,Dentro ANS
20,2,6,5,2,1.0,0,0.0,3,13,1,0,0,1,0,0,Dentro ANS
20,2,6,5,2,1.0,0,0.0,3,13,1,0,0,1,0,0,Dentro ANS
5,2,25,6,2,1.0,2,23.333333333333332,3,13,0,0,0,1,1,0,Dentro ANS
14,0,19,6,2,1.0,2,23.116666666666667,3,13,0,0,0,1,1,0,Dentro ANS
22,2,6,5,2,1.0,3,21.4,3,13,0,0,0,1,1,0,Dentro ANS
27,6,19,5,2,1.0,1,20.883333333333333,3,13,0,0,0,1,1,0,Dentro ANS
19,0,26,8,2,8.0,5,20.15,3,13,0,0,0,1,1,0,Dentro ANS
30,0,26,13,2,2.0,2,20.15,3,13,0,0,0,1,1,0,Dentro ANS
14,2,14,6,2,1.0,3,20.133333333333333,3,13,0,0,0,1,1,0,Dentro ANS
12,2,19,11,2,2.0,1,20.1,3,13,0,0,0,1,1,0,Dentro ANS
12,2,19,13,2,2.0,1,20.1,3,13,0,0,0,1,1,0,Dentro ANS
19,2,19,13,2,2.0,1,20.1,3,13,0,0,0,1,1,1,Fuera ANS
5,2,19,10,2,2.0,1,19.966666666666665,3,13,0,0,0,1,1,0,Dentro ANS
5,2,15,10,2,2.0,1,19.95,3,13,0,0,0,1,1,0,Dentro ANS
12,2,15,13,2,1.0,1,19.583333333333332,3,13,0,0,0,1,1,0,Dentro ANS
22,4,25,6,2,1.0,4,19.566666666666666,3,13,0,0,0,1,1,0,Dentro ANS
5,2,15,11,2,1.0,1,19.516666666666666,3,13,0,0,0,1,1,0,Dentro ANS
27,2,19,11,2,2.0,1,19.416666666666668,3,13,0,0,0,1,1,0,Dentro ANS
30,2,20,6,2,1.0,0,19.133333333333333,3,13,0,0,0,1,1,0,Dentro ANS
22,2,19,10,2,1.0,1,19.066666666666666,3,13,0,0,0,1,1,0,Dentro ANS
5,4,26,13,2,1.0,1,18.766666666666666,3,13,0,0,0,1,1,0,Dentro ANS
5,4,26,13,2,1.0,1,18.666666666666668,3,13,0,0,0,1,1,0,Dentro ANS
14,2,25,6,2,1.0,3,18.6,3,13,0,0,0,1,1,0,Dentro ANS
22,2,20,6,2,1.0,4,18.483333333333334,3,13,0,0,0,1,1,0,Dentro ANS
22,2,20,6,2,1.0,4,18.483333333333334,3,13,0,0,0,1,1,0,Dentro ANS
12,2,6,10,2,1.0,1,18.4,3,13,0,0,0,1,1,0,Dentro ANS
22,2,6,11,2,1.0,1,18.4,3,13,0,0,0,1,1,0,Dentro ANS
5,4,26,13,2,1.0,1,17.916666666666668,3,13,0,0,0,1,1,0,Dentro ANS
5,2,26,13,2,1.0,1,17.816666666666666,3,13,0,0,0,1,1,0,Dentro ANS
22,2,14,6,2,1.0,4,17.7,3,13,0,0,0,1,1,0,Dentro ANS
9,2,6,5,2,1.0,0,17.65,3,13,0,0,0,1,1,0,Dentro ANS
14,2,26,7,2,1.0,3,17.483333333333334,3,13,0,0,0,1,1,0,Dentro ANS
30,2,20,6,2,1.0,0,17.433333333333334,3,13,0,0,0,1,1,0,Dentro ANS
22,4,25,6,2,2.0,4,17.383333333333333,3,13,0,0,0,1,1,0,Dentro ANS
14,0,20,6,2,1.0,3,17.333333333333332,3,13,0,0,0,1,1,0,Dentro ANS
5,6,15,10,2,2.0,1,17.233333333333334,3,13,0,0,0,1,1,0,Dentro ANS
5,4,4,13,2,1.0,3,17.216666666666665,3,13,0,0,0,1,1,0,Dentro ANS
5,4,26,10,2,2.0,1,17.2,3,13,0,0,0,1,1,0,Dentro ANS
22,2,25,6,2,3.0,4,17.166666666666668,3,13,0,0,0,1,1,0,Dentro ANS
4,2,10,5,2,4.0,3,17.133333333333333,3,13,0,0,0,1,1,0,Dentro ANS
22,4,25,6,2,1.0,4,17.116666666666667,3,13,0,0,0,1,1,0,Dentro ANS
19,0,6,5,2,2.0,1,17.1,3,13,0,0,0,1,1,0,Dentro ANS
4,2,21,5,2,1.0,3,17.066666666666666,3,13,0,0,0,1,1,0,Dentro ANS
4,2,6,5,2,1.0,3,17.0,3,13,0,0,0,1,1,0,Dentro ANS
4,2,6,5,2,1.0,3,17.0,3,13,0,0,0,1,1,0,Dentro ANS
4,2,6,5,1,1.0,3,16.966666666666665,3,13,0,0,0,1,0,1,Fuera ANS
24,2,6,5,1,1.0,0,16.966666666666665,3,13,0,0,0,1,0,1,Fuera ANS
4,2,6,5,1,1.0,3,16.966666666666665,3,13,0,0,0,1,0,0,Dentro ANS
4,2,6,5,1,1.0,3,16.966666666666665,3,13,0,0,0,1,0,0,Dentro ANS
4,2,6,5,1,1.0,3,16.95,3,13,0,0,0,1,0,0,Dentro ANS
4,2,21,5,1,1.0,3,16.95,3,13,0,0,0,1,0,0,Dentro ANS
4,2,6,5,1,1.0,3,16.933333333333334,3,13,0,0,0,1,0,0,Dentro ANS
4,2,6,5,1,1.0,3,16.916666666666668,3,13,0,0,0,1,0,0,Dentro ANS
4,2,6,5,1,1.0,3,16.883333333333333,3,13,0,0,0,1,0,0,Dentro ANS
4,2,21,5,1,1.0,3,16.883333333333333,3,13,0,0,0,1,0,0,Dentro ANS
4,2,6,5,1,1.0,3,16.866666666666667,3,13,0,0,0,1,0,0,Dentro ANS
4,2,6,5,1,1.0,3,16.866666666666667,3,13,0,0,0,1,0,0,Dentro ANS
4,2,6,5,1,1.0,3,16.85,3,13,0,0,0,1,0,0,Dentro ANS
4,2,21,5,1,1.0,3,16.85,3,13,0,0,0,1,0,0,Dentro ANS
4,2,6,5,1,1.0,3,16.816666666666666,3,13,0,0,0,1,0,0,Dentro ANS
